EventName,Time,ActmemExtReads,ActmemExtWrites,ActmemIntReads,ActmemIntWrites,FLReads,FLWrites,SeqAccWeightWrites,SeqAccOperations,SeqAccMacs,WQWrites,WQReads
split_51_qconv_0_1,         35270560000,218794,217344,116551,28671,0,116551,157696,4752,38016,28671,28671
split_51_qconv_1_0,         35550220000,219819,218368,116701,28799,0,116701,159744,4768,38144,28799,28799
split_51_qconv_1_1,         35814400000,220844,218624,116755,28927,0,116755,161792,4784,38272,28927,28927
split_51_qconv_2_0,         36094060000,221869,219648,116905,29055,0,116905,163840,4800,38400,29055,29055
split_51_qconv_2_1,         36358240000,222894,219904,116959,29183,0,116959,165888,4816,38528,29183,29183
split_51_qconv_3_0,         36637900000,223919,220928,117109,29311,0,117109,167936,4832,38656,29311,29311
split_51_qconv_3_1,         36902080000,224944,221184,117163,29439,0,117163,169984,4848,38784,29439,29439
split_51_qconv_4_0,         37181740000,225969,222208,117313,29567,0,117313,172032,4864,38912,29567,29567
split_51_qconv_4_1,         37445920000,226994,222464,117367,29695,0,117367,174080,4880,39040,29695,29695
split_matmul_0_qmatmul_0_0,         37703840000,228019,222528,117390,29696,0,117390,176128,4881,39048,29696,29696
split_matmul_0_qmatmul_0_1,         37716140000,228023,222592,117413,29697,0,117413,176128,4882,39056,29697,29697
split_matmul_0_qmatmul_0_2,         37728440000,228027,222656,117436,29698,0,117436,176128,4883,39064,29698,29698
split_matmul_0_qmatmul_0_3,         37740740000,228031,222720,117459,29699,0,117459,176128,4884,39072,29699,29699
split_matmul_0_qmatmul_0_4,         37957800000,228035,222784,117482,29700,0,117482,178176,4885,39080,29700,29700
